Date,Open,High,Low,Close,Adj Close,Volume,MACD,Signal_Line,Upper_BB,Lower_BB,RSI
1999-10-06,0.0446610003709793,0.0520830005407333,0.0442709997296333,0.0498699992895126,0.0457381904125213,1508736000,0.0,0.0,,,
1999-10-07,0.0519529990851879,0.0519529990851879,0.0463539995253086,0.0466150008141994,0.0427528694272041,487296000,-0.0002596579980306893,-5.193159960613786e-05,,,
1999-10-08,0.0466150008141994,0.050390999764204,0.0447920002043247,0.0489579997956752,0.0449017472565174,398928000,-0.00027322878431272624,-9.619103654745555e-05,,,
1999-10-11,0.0493489988148212,0.0494790002703666,0.0463539995253086,0.0476559996604919,0.0437076166272163,544464000,-0.00038461070703477845,-0.00015387497064492015,,,
1999-10-12,0.0479170009493827,0.0484380014240741,0.046875,0.0470050014555454,0.0431105643510818,322992000,-0.000519424198940549,-0.00022698481630404593,,,
1999-10-13,0.046484000980854,0.046484000980854,0.0447920002043247,0.045703001320362,0.0419164337217807,280368000,-0.0007229911996911517,-0.0003261860929814671,,,
1999-10-14,0.0458329990506172,0.0458329990506172,0.0442709997296333,0.0447920002043247,0.0410809144377708,192336000,-0.0009469142528441277,-0.0004503317249539992,,,
1999-10-15,0.042578000575304,0.0447920002043247,0.0424479991197586,0.0445309989154338,0.0408415347337722,210720000,-0.001132382112373008,-0.000586741802437801,,,
1999-10-18,0.0446610003709793,0.0446610003709793,0.0419269986450672,0.042187999933958,0.0386926494538784,215184000,-0.0014516929511259186,-0.0007597320321754246,,,
1999-10-19,0.0434900000691413,0.0434900000691413,0.0397140011191368,0.0404950007796287,0.0371399335563182,308928000,-0.001820375814868852,-0.0009718607887141103,,,
1999-10-20,0.0411459989845752,0.0424479991197586,0.0404950007796287,0.0419269986450672,0.0384532772004604,348720000,-0.0019742514389074622,-0.0011723389187527807,,,
1999-10-21,0.041797000914812,0.0438800007104873,0.0406249985098838,0.0438800007104873,0.0402444712817668,382128000,-0.0019165156355548316,-0.0013211742621131908,,,
1999-10-22,0.0437499992549419,0.0462240017950534,0.0437499992549419,0.0449220016598701,0.0412001498043537,286752000,-0.0017663178149083594,-0.0014102029726722246,,,
1999-10-25,0.0446610003709793,0.0453130006790161,0.0427079983055591,0.0427079983055591,0.039169568568468,213840000,-0.001805128133949091,-0.001489188004927598,,,32.702152595817466
1999-10-26,0.0445309989154338,0.0484380014240741,0.0442709997296333,0.046875,0.0429913513362407,481248000,-0.001482553426701387,-0.0014878610892823559,,,43.978449072624734
1999-10-27,0.0471349991858005,0.0473960004746913,0.0440099984407424,0.0447920002043247,0.0410809144377708,214128000,-0.0013790939853309744,-0.0014661076684920797,,,46.15352086017617
1999-10-28,0.0450519993901252,0.0458329990506172,0.0424479991197586,0.0427079983055591,0.039169568568468,222768000,-0.001448565013385826,-0.001462599137470829,,,36.66695170316204
1999-10-29,0.0432289987802505,0.046875,0.04296899959445,0.046094000339508,0.0422750413417816,330528000,-0.0012163775937589563,-0.0014133548287284545,,,46.939897346552584
1999-11-01,0.0453130006790161,0.05078100040555,0.0453130006790161,0.0489579997956752,0.0449017472565174,782544000,-0.0007921353272486858,-0.0012891109284325008,,,53.52081783088373
1999-11-02,0.0498699992895126,0.0523440018296241,0.0494790002703666,0.0520830005407333,0.0477678515017032,837504000,-0.00020143679317190938,-0.0010715761013803827,0.05154401684292005,0.039731983224671516,60.79233536725698
1999-11-03,0.0541669987142086,0.05859399959445,0.0537759996950626,0.0571609996259212,0.052425131201744,2011680000,0.0006687393277085979,-0.0007235130155625865,0.05365137771056842,0.038353722390664015,68.33802276110372
1999-11-04,0.057812999933958,0.0623699985444545,0.057812999933958,0.0608070008456707,0.0557690523564815,1260336000,0.0016337293849288045,-0.0002520645354643083,0.056833754937166726,0.036590545167212836,71.9293967801694
1999-11-05,0.0625,0.063020996749401,0.0559899993240833,0.0588539987802505,0.0539778433740139,616368000,0.0022153626908093735,0.0002414209097904281,0.05866953734180286,0.03574436266103423,72.69334651387692
1999-11-08,0.0570309981703758,0.0622400008141994,0.0552080012857914,0.0605470016598701,0.0555306002497673,470016000,0.002780866363126369,0.0007493100004576164,0.06077681798669468,0.03492618221608024,77.30391153291356
1999-11-09,0.0604170002043247,0.0606769993901252,0.0572919994592666,0.0596349984407424,0.0546941459178924,272352000,0.003119481617539742,0.0012233443238740416,0.062428092907903986,0.03453790699339062,74.45854942834809
1999-11-10,0.0598310008645057,0.0598959997296333,0.0579430013895034,0.0591150000691413,0.0542172156274318,144048000,0.0033077474696442608,0.0016402249530280855,0.06380770750084093,0.03449949227533161,71.91013318760895
1999-11-11,0.0591150000691413,0.0664059966802597,0.057812999933958,0.0632809996604919,0.0580380745232105,562704000,0.003749884529496053,0.002062156868321679,0.06586276164915683,0.034293338072632434,74.2260570240239
1999-11-12,0.0660160034894943,0.0666669979691505,0.0622400008141994,0.0666669979691505,0.0611435025930404,501504000,0.004323662609221707,0.002514458016501685,0.06837370576322935,0.033995993863931595,80.6671188931188
1999-11-15,0.067121997475624,0.069141000509262,0.0643230006098747,0.0653650015592575,0.0599494092166423,362208000,0.004620068369935844,0.002935580087188517,0.07009457461091424,0.03459282517877664,75.54008365692984
1999-11-16,0.0669270008802414,0.0729169994592666,0.0666669979691505,0.0716150030493736,0.0656815767288208,723792000,0.0052982203711891065,0.0034081081439886352,0.07270206886871443,0.03509733114795094,83.22556465156458
1999-11-17,0.0729169994592666,0.078125,0.0718749985098838,0.0743490010499954,0.0681890621781349,786384000,0.00598725416856033,0.003923937348902975,0.07552886233665254,0.03551273792050564,88.57247412574203
1999-11-18,0.0759110003709793,0.0765630006790161,0.0739580020308494,0.0746089965105056,0.0684275180101394,235968000,0.006479605024677516,0.0044350708840578835,0.0779991223486084,0.03611537748855162,87.62965366369232
1999-11-19,0.0835940018296241,0.0924480035901069,0.0833330005407333,0.0893229991197586,0.0819224566221237,2165184000,0.007965274934627953,0.005141111694171897,0.08389398857485059,0.03466061100829828,90.57681071736789
1999-11-22,0.0916019976139068,0.0916669964790344,0.0838539972901344,0.0891930013895034,0.0818032175302505,540192000,0.009028118778077271,0.005918513110952972,0.08831947677353968,0.0348836231180036,89.69493803907066
1999-11-23,0.0800779983401298,0.0837239995598793,0.0791670009493827,0.0828130021691322,0.0759518146514892,553248000,0.009249000839803359,0.0065846106567230495,0.09077209699891814,0.03602480310953837,76.69525493382339
1999-11-24,0.0824220031499862,0.0833330005407333,0.0740889981389045,0.0802080035209655,0.0735626146197319,406848000,0.009108848707230124,0.007089458266824465,0.09205262424736736,0.03828587619275321,70.63717173673666
1999-11-26,0.079426996409893,0.0802080035209655,0.0770829990506172,0.0796879976987838,0.073085717856884,71760000,0.008853756415755351,0.007442317896610643,0.09244434626904227,0.04159215411040083,72.85833400091872
1999-11-29,0.079426996409893,0.0804689973592758,0.0750000029802322,0.0768230035901069,0.0704581141471862,298608000,0.008324453735238158,0.007618745064336146,0.09231625972924334,0.04479314097525964,67.40972719876967
1999-11-30,0.0770829990506172,0.0783850029110908,0.0721350014209747,0.0721350014209747,0.0661585107445716,314688000,0.007440920650284066,0.007583180181525731,0.09164086964445126,0.04778623122258166,62.37134398654535
1999-12-01,0.0721350014209747,0.0768230035901069,0.0721350014209747,0.0757810026407241,0.06950244307518,223536000,0.00695474615794639,0.007457493376809864,0.09132409349578582,0.05047280758124615,65.53331602836182
