ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2003-05-16,0.1628509266601568,-3.820181153509944,3.872944727204391,0.1628509266601568,0.1628509266601568,-0.3613202818185239,-0.3613202818185239,-0.3613202818185239,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.0030622275472705096,-0.0030622275472705096,-0.0030622275472705096,-0.45372876836170756,-0.45372876836170756,-0.45372876836170756,0.0,0.0,0.0,-0.19846935515836708
2003-05-19,0.16305773505150636,-4.286342038301893,3.7320737419302126,0.16305773505150636,0.16305773505150636,-0.3066925450722658,-0.3066925450722658,-0.3066925450722658,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.016778483208134017,0.016778483208134017,0.016778483208134017,-0.41894174237085385,-0.41894174237085385,-0.41894174237085385,0.0,0.0,0.0,-0.14363481002075942
2003-05-20,0.1631266711819562,-4.1557774080579835,3.9349227425925393,0.1631266711819562,0.1631266711819562,-0.30773283561920506,-0.30773283561920506,-0.30773283561920506,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0021317490438878236,0.0021317490438878236,0.0021317490438878236,-0.405335298753547,-0.405335298753547,-0.405335298753547,0.0,0.0,0.0,-0.14460616443724886
2003-05-21,0.16319560731240604,-4.142904514503303,3.965232620116614,0.16319560731240604,0.16319560731240604,-0.2889063854129151,-0.2889063854129151,-0.2889063854129151,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724847641,0.006154743724847641,0.006154743724847641,-0.3905318432282169,-0.3905318432282169,-0.3905318432282169,0.0,0.0,0.0,-0.12571077810050904
2003-05-22,0.1632645434428559,-3.913272870951702,3.613456031104094,0.1632645434428559,0.1632645434428559,-0.2770977137828633,-0.2770977137828633,-0.2770977137828633,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581399804,0.0018649627581399804,0.0018649627581399804,-0.37443339063145736,-0.37443339063145736,-0.37443339063145736,0.0,0.0,0.0,-0.1138331703400074
2003-05-23,0.16333347957330574,-4.095066027627332,3.880003447505537,0.16333347957330574,0.16333347957330574,-0.2645542904470039,-0.2645542904470039,-0.2645542904470039,0.09547071409045407,0.09547071409045407,0.09547071409045407,-0.003062227547233336,-0.003062227547233336,-0.003062227547233336,-0.3569627769902247,-0.3569627769902247,-0.3569627769902247,0.0,0.0,0.0,-0.10122081087369816
2003-05-27,0.16360922409510514,-4.013453683113026,3.6872968564439987,0.16360922409510514,0.16360922409510514,-0.17526806321752345,-0.17526806321752345,-0.17526806321752345,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0021317490439034517,0.0021317490439034517,0.0021317490439034517,-0.272870526351881,-0.272870526351881,-0.272870526351881,0.0,0.0,0.0,-0.011658839122418302
2003-05-28,0.16367816022555498,-4.0827107672740475,4.140842066727576,0.16367816022555498,0.16367816022555498,-0.1468740633207228,-0.1468740633207228,-0.1468740633207228,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724873306,0.006154743724873306,0.006154743724873306,-0.24849952113605023,-0.24849952113605023,-0.24849952113605023,0.0,0.0,0.0,0.016804096904832172
2003-05-29,0.16374709635600485,-4.088180732840194,3.6763519876381556,0.16374709635600485,0.16374709635600485,-0.1256815355565559,-0.1256815355565559,-0.1256815355565559,0.09547071409045411,0.09547071409045411,0.09547071409045411,0.0018649627581510027,0.0018649627581510027,0.0018649627581510027,-0.223017212405161,-0.223017212405161,-0.223017212405161,0.0,0.0,0.0,0.03806556079944895
2003-05-30,0.16381603248645468,-3.8128441215565676,4.02604056418754,0.16381603248645468,0.16381603248645468,-0.10420419669197672,-0.10420419669197672,-0.10420419669197672,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.003062227547254555,-0.003062227547254555,-0.003062227547254555,-0.1966126832351763,-0.1966126832351763,-0.1966126832351763,0.0,0.0,0.0,0.05961183579447796
2003-06-02,0.16402284087780422,-3.929771451008253,3.9625493519654738,0.16402284087780422,0.16402284087780422,-0.0020946736854889117,-0.0020946736854889117,-0.0020946736854889117,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.016778483208125403,0.016778483208125403,0.016778483208125403,-0.11434387098406841,-0.11434387098406841,-0.11434387098406841,0.0,0.0,0.0,0.16192816719231531
2003-06-03,0.16409177700825409,-3.7733393051992383,4.396068182393075,0.16409177700825409,0.16409177700825409,0.010709717380326049,0.010709717380326049,0.010709717380326049,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.002131749043885527,0.002131749043885527,0.002131749043885527,-0.08689274575401358,-0.08689274575401358,-0.08689274575401358,0.0,0.0,0.0,0.17480149438858014
2003-06-04,0.16416071313870392,-3.632238045427734,4.570721259247377,0.16416071313870392,0.16416071313870392,0.041642482142287,0.041642482142287,0.041642482142287,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724865482,0.006154743724865482,0.006154743724865482,-0.05998297567303258,-0.05998297567303258,-0.05998297567303258,0.0,0.0,0.0,0.20580319528099092
2003-06-05,0.1642296492691538,-3.566122680998603,4.290785347356953,0.1642296492691538,0.1642296492691538,0.0633677167951874,0.0633677167951874,0.0633677167951874,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581620234,0.0018649627581620234,0.0018649627581620234,-0.033967960053428725,-0.033967960053428725,-0.033967960053428725,0.0,0.0,0.0,0.2275973660643412
2003-06-06,0.16429858539960365,-3.4452794469531236,4.141545196360289,0.16429858539960365,0.16429858539960365,0.08320621005442001,0.08320621005442001,0.08320621005442001,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.0030622275472757744,-0.0030622275472757744,-0.0030622275472757744,-0.009202276488758293,-0.009202276488758293,-0.009202276488758293,0.0,0.0,0.0,0.24750479545402365
2003-06-09,0.16450539379095316,-3.689743390956395,4.313416811730342,0.16450539379095316,0.16450539379095316,0.16648318660631747,0.16648318660631747,0.16648318660631747,0.09547071409045407,0.09547071409045407,0.09547071409045407,0.016778483208122145,0.016778483208122145,0.016778483208122145,0.054233989307741245,0.054233989307741245,0.054233989307741245,0.0,0.0,0.0,0.33098858039727064
2003-06-10,0.16457432992140303,-3.571224175313709,4.3031062998051395,0.16457432992140303,0.16457432992140303,0.1683665350794148,0.1683665350794148,0.1683665350794148,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0021317490438816293,0.0021317490438816293,0.0021317490438816293,0.07076407194507905,0.07076407194507905,0.07076407194507905,0.0,0.0,0.0,0.3329408650008178
2003-06-11,0.1646432660518529,-3.541305097453917,4.160462692375389,0.1646432660518529,0.1646432660518529,0.18620903065260766,0.18620903065260766,0.18620903065260766,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724857658,0.006154743724857658,0.006154743724857658,0.08458357283729588,0.08458357283729588,0.08458357283729588,0.0,0.0,0.0,0.35085229670446055
2003-06-12,0.16471220218230273,-3.7529022502313416,4.356226992972069,0.16471220218230273,0.16471220218230273,0.19285997407343636,0.19285997407343636,0.19285997407343636,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581730447,0.0018649627581730447,0.0018649627581730447,0.0955242972248092,0.0955242972248092,0.0955242972248092,0.0,0.0,0.0,0.3575721762557391
2003-06-13,0.1647811383127526,-3.998500722340886,4.415007935510676,0.1647811383127526,0.1647811383127526,0.19588476996389784,0.19588476996389784,0.19588476996389784,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.0030622275472677956,-0.0030622275472677956,-0.0030622275472677956,0.10347628342071152,0.10347628342071152,0.10347628342071152,0.0,0.0,0.0,0.36066590827665046
2003-06-16,0.1649879467041021,-3.9969613450560124,4.425969446567251,0.1649879467041021,0.1649879467041021,0.2215115651550493,0.2215115651550493,0.2215115651550493,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.01677848320812352,0.01677848320812352,0.01677848320812352,0.10926236785647166,0.10926236785647166,0.10926236785647166,0.0,0.0,0.0,0.38649951185915143
2003-06-17,0.16505688283455197,-3.65267941075546,4.1413177022150585,0.16505688283455197,0.16505688283455197,0.20305916179797673,0.20305916179797673,0.20305916179797673,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0021317490438777314,0.0021317490438777314,0.0021317490438777314,0.10545669866364489,0.10545669866364489,0.10545669866364489,0.0,0.0,0.0,0.36811604463252867
2003-06-18,0.16512581896500184,-3.8115337145910075,4.335261274849735,0.16512581896500184,0.16512581896500184,0.20071980687000004,0.20071980687000004,0.20071980687000004,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724851316,0.006154743724851316,0.006154743724851316,0.0990943490546946,0.0990943490546946,0.0990943490546946,0.0,0.0,0.0,0.3658456258350019
2003-06-19,0.16519475509545167,-3.577356373247958,4.264464331915691,0.16519475509545167,0.16519475509545167,0.18779099875090136,0.18779099875090136,0.18779099875090136,0.09547071409045407,0.09547071409045407,0.09547071409045407,0.0018649627581780854,0.0018649627581780854,0.0018649627581780854,0.09045532190226917,0.09045532190226917,0.09045532190226917,0.0,0.0,0.0,0.352985753846353
2003-06-20,0.16526369122590154,-3.385359148749817,4.339583653097077,0.16526369122590154,0.16526369122590154,0.1722832950635133,0.1722832950635133,0.1722832950635133,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.003062227547242378,-0.003062227547242378,-0.003062227547242378,0.07987480852030157,0.07987480852030157,0.07987480852030157,0.0,0.0,0.0,0.3375469862894148
2003-06-23,0.16547049961725108,-3.3959330229092393,4.261044086410089,0.16547049961725108,0.16547049961725108,0.15274779427856391,0.15274779427856391,0.15274779427856391,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.01677848320811353,0.01677848320811353,0.01677848320811353,0.04049859697999628,0.04049859697999628,0.04049859697999628,0.0,0.0,0.0,0.318218293895815
2003-06-24,0.1655394357477009,-3.767662559599007,4.238398318914797,0.1655394357477009,0.1655394357477009,0.1239221623656447,0.1239221623656447,0.1239221623656447,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0021317490438933625,0.0021317490438933625,0.0021317490438933625,0.026319699231297247,0.026319699231297247,0.026319699231297247,0.0,0.0,0.0,0.2894615981133456
2003-06-25,0.16560837187815078,-3.6935837629526342,4.366721884068818,0.16560837187815078,0.16560837187815078,0.11402347455907205,0.11402347455907205,0.11402347455907205,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724875496,0.006154743724875496,0.006154743724875496,0.012398016743742435,0.012398016743742435,0.012398016743742435,0.0,0.0,0.0,0.27963184643722283
2003-06-26,0.16567730800860062,-3.7271395931986633,4.405242596787377,0.16567730800860062,0.16567730800860062,0.09653776788997108,0.09653776788997108,0.09653776788997108,0.09547071409045407,0.09547071409045407,0.09547071409045407,0.0018649627581891067,0.0018649627581891067,0.0018649627581891067,-0.0007979089586721094,-0.0007979089586721094,-0.0007979089586721094,0.0,0.0,0.0,0.2622150758985717
2003-06-27,0.16574624413905048,-3.99041907497014,3.8578699631088984,0.16574624413905048,0.16574624413905048,0.07959078605899611,0.07959078605899611,0.07959078605899611,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.00306222754721696,-0.00306222754721696,-0.00306222754721696,-0.01281770048424103,-0.01281770048424103,-0.01281770048424103,0.0,0.0,0.0,0.2453370301980466
2003-06-30,0.16595305253040005,-3.774129411411922,4.31804315751521,0.16595305253040005,0.16595305253040005,0.07441670242793609,0.07441670242793609,0.07441670242793609,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.01677848320812163,0.01677848320812163,0.01677848320812163,-0.03783249487063963,-0.03783249487063963,-0.03783249487063963,0.0,0.0,0.0,0.24036975495833612
2003-07-01,0.16602198866084988,-3.876068407561226,4.5403131795951,0.16602198866084988,0.16602198866084988,0.05619691960158724,0.05619691960158724,0.05619691960158724,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.002131749043875436,0.002131749043875436,0.002131749043875436,-0.04140554353274229,-0.04140554353274229,-0.04140554353274229,0.0,0.0,0.0,0.22221890826243712
2003-07-02,0.16609092479129972,-3.64386058880819,4.399898674893403,0.16609092479129972,0.16609092479129972,0.059417358551518626,0.059417358551518626,0.059417358551518626,0.09547071409045411,0.09547071409045411,0.09547071409045411,0.006154743724867674,0.006154743724867674,0.006154743724867674,-0.04220809926380315,-0.04220809926380315,-0.04220809926380315,0.0,0.0,0.0,0.22550828334281836
2003-07-03,0.16615986092174956,-3.5618387105301763,4.110512538430082,0.16615986092174956,0.16615986092174956,0.057221477124430646,0.057221477124430646,0.057221477124430646,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581564833,0.0018649627581564833,0.0018649627581564833,-0.04011419972417993,-0.04011419972417993,-0.04011419972417993,0.0,0.0,0.0,0.2233813380461802
2003-07-07,0.16643560544354896,-3.5683983578044796,4.158557323117131,0.16643560544354896,0.16643560544354896,0.10926390550456684,0.10926390550456684,0.10926390550456684,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.01677848320812973,0.01677848320812973,0.01677848320812973,-0.002985291794016993,-0.002985291794016993,-0.002985291794016993,0.0,0.0,0.0,0.2756995109481158
2003-07-08,0.1665045415739988,-3.708806058527494,4.441704758790199,0.1665045415739988,0.1665045415739988,0.11035748511967193,0.11035748511967193,0.11035748511967193,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0021317490438575093,0.0021317490438575093,0.0021317490438575093,0.01275502198536031,0.01275502198536031,0.01275502198536031,0.0,0.0,0.0,0.2768620266936707
2003-07-09,0.16657347770444866,-3.612003907374327,4.560769748921001,0.16657347770444866,0.16657347770444866,0.13216068170742545,0.13216068170742545,0.13216068170742545,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724859849,0.006154743724859849,0.006154743724859849,0.030535223892111493,0.030535223892111493,0.030535223892111493,0.0,0.0,0.0,0.2987341594118741
2003-07-10,0.16664241383489853,-3.5806712455048078,4.287652912589395,0.16664241383489853,0.16664241383489853,0.147311922723377,0.147311922723377,0.147311922723377,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581645142,0.0018649627581645142,0.0018649627581645142,0.0499762458747584,0.0499762458747584,0.0499762458747584,0.0,0.0,0.0,0.31395433655827554
2003-07-11,0.16671134996534837,-3.6218805820013857,4.301678276913088,0.16671134996534837,0.16671134996534837,0.16306081146546492,0.16306081146546492,0.16306081146546492,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.0030622275472302002,-0.0030622275472302002,-0.0030622275472302002,0.07065232492224102,0.07065232492224102,0.07065232492224102,0.0,0.0,0.0,0.3297721614308133
2003-07-14,0.16691815835669793,-3.7676947449827174,4.258890379983107,0.16691815835669793,0.16691815835669793,0.24762734706150197,0.24762734706150197,0.24762734706150197,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0167784832081311,0.0167784832081311,0.0167784832081311,0.1353781497629168,0.1353781497629168,0.1353781497629168,0.0,0.0,0.0,0.4145455054181999
2003-07-15,0.1669870944871478,-3.5821323449269227,4.391367994838724,0.1669870944871478,0.1669870944871478,0.25382216335108077,0.25382216335108077,0.25382216335108077,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.002131749043873137,0.002131749043873137,0.002131749043873137,0.15621970021675352,0.15621970021675352,0.15621970021675352,0.0,0.0,0.0,0.42080925783822853
2003-07-16,0.16705603061759763,-3.510043328769527,4.403945866085424,0.16705603061759763,0.16705603061759763,0.2775191152987951,0.2775191152987951,0.2775191152987951,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724853508,0.006154743724853508,0.006154743724853508,0.17589365748348743,0.17589365748348743,0.17589365748348743,0.0,0.0,0.0,0.4445751459163927
2003-07-17,0.1671249667480475,-3.256098528671499,4.2984448108547495,0.1671249667480475,0.1671249667480475,0.29129254412750116,0.29129254412750116,0.29129254412750116,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.001864962758175535,0.001864962758175535,0.001864962758175535,0.19395686727887157,0.19395686727887157,0.19395686727887157,0.0,0.0,0.0,0.45841751087554866
2003-07-18,0.16719390287849734,-3.398630315547649,4.1592328255355335,0.16719390287849734,0.16719390287849734,0.30241707208338875,0.30241707208338875,0.30241707208338875,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.0030622275472514207,-0.0030622275472514207,-0.0030622275472514207,0.21000858554018606,0.21000858554018606,0.21000858554018606,0.0,0.0,0.0,0.4696109749618861
2003-07-21,0.16740071126984685,-3.35085455523306,4.621097543131187,0.16740071126984685,0.16740071126984685,0.3551979455695585,0.3551979455695585,0.3551979455695585,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.01677848320812111,0.01677848320812111,0.01677848320812111,0.2429487482709833,0.2429487482709833,0.2429487482709833,0.0,0.0,0.0,0.5225986568394054
2003-07-22,0.1674696474002967,-3.522664948544094,4.6672801504469215,0.1674696474002967,0.1674696474002967,0.34575849366700984,0.34575849366700984,0.34575849366700984,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0021317490438692416,0.0021317490438692416,0.0021317490438692416,0.2481560305326865,0.2481560305326865,0.2481560305326865,0.0,0.0,0.0,0.5132281410673065
2003-07-23,0.16753858353074655,-3.606519164145204,4.312152197377298,0.16753858353074655,0.16753858353074655,0.35194704361135287,0.35194704361135287,0.35194704361135287,0.09547071409045407,0.09547071409045407,0.09547071409045407,0.0061547437248471665,0.0061547437248471665,0.0061547437248471665,0.2503215857960516,0.2503215857960516,0.2503215857960516,0.0,0.0,0.0,0.5194856271420994
2003-07-24,0.1676075196611964,-3.2191646086979793,4.63374308131178,0.1676075196611964,0.1676075196611964,0.34681193938434507,0.34681193938434507,0.34681193938434507,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581865562,0.0018649627581865562,0.0018649627581865562,0.2494762625357044,0.2494762625357044,0.2494762625357044,0.0,0.0,0.0,0.5144194590455415
2003-07-25,0.16767645579164625,-3.6135705556799813,4.586969841332791,0.16767645579164625,0.16767645579164625,0.3381424976309682,0.3381424976309682,0.3381424976309682,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.0030622275472260026,-0.0030622275472260026,-0.0030622275472260026,0.24573401108774004,0.24573401108774004,0.24573401108774004,0.0,0.0,0.0,0.5058189534226145
2003-07-28,0.16788326418299582,-3.325481187728478,4.5228177061694845,0.16788326418299582,0.16788326418299582,0.3316869421021881,0.3316869421021881,0.3316869421021881,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.016778483208129212,0.016778483208129212,0.016778483208129212,0.21943774480360478,0.21943774480360478,0.21943774480360478,0.0,0.0,0.0,0.4995702062851839
2003-07-29,0.16795220031344568,-3.28958442695219,4.187773030860922,0.16795220031344568,0.16795220031344568,0.30436832024829913,0.30436832024829913,0.30436832024829913,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0021317490438653424,0.0021317490438653424,0.0021317490438653424,0.2067658571139797,0.2067658571139797,0.2067658571139797,0.0,0.0,0.0,0.4723205205617448
2003-07-30,0.16802113644389552,-3.4367020183032504,4.327938274092215,0.16802113644389552,0.16802113644389552,0.29446607155738247,0.29446607155738247,0.29446607155738247,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724839342,0.006154743724839342,0.006154743724839342,0.19284061374208902,0.19284061374208902,0.19284061374208902,0.0,0.0,0.0,0.46248720800127796
2003-07-31,0.16809007257434538,-3.4507362369792474,4.240582366147417,0.16809007257434538,0.16809007257434538,0.2754790570283752,0.2754790570283752,0.2754790570283752,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581509424,0.0018649627581509424,0.0018649627581509424,0.1781433801797702,0.1781433801797702,0.1781433801797702,0.0,0.0,0.0,0.4435691296027206
2003-08-01,0.16815900870479525,-3.630848602355013,4.126960204517471,0.16815900870479525,0.16815900870479525,0.2555869733527629,0.2555869733527629,0.2555869733527629,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.0030622275472180246,-0.0030622275472180246,-0.0030622275472180246,0.16317848680952685,0.16317848680952685,0.16317848680952685,0.0,0.0,0.0,0.4237459820575582
2003-08-04,0.16836581709614473,-3.398365579167516,4.172142117637346,0.16836581709614473,0.16836581709614473,0.23402015964043005,0.23402015964043005,0.23402015964043005,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.01677848320813731,0.01677848320813731,0.01677848320813731,0.12177096234183862,0.12177096234183862,0.12177096234183862,0.0,0.0,0.0,0.4023859767365748
2003-08-05,0.1684347532265946,-3.331037063269707,4.48351693972137,0.1684347532265946,0.1684347532265946,0.20834838011826887,0.20834838011826887,0.20834838011826887,0.09547071409045411,0.09547071409045411,0.09547071409045411,0.002131749043847419,0.002131749043847419,0.002131749043847419,0.11074591698396735,0.11074591698396735,0.11074591698396735,0.0,0.0,0.0,0.37678313334486346
2003-08-06,0.16850368935704443,-3.7025366540915767,4.390279671614061,0.16850368935704443,0.16850368935704443,0.20345350580806235,0.20345350580806235,0.20345350580806235,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724865006,0.006154743724865006,0.006154743724865006,0.10182804799274324,0.10182804799274324,0.10182804799274324,0.0,0.0,0.0,0.3719571951651068
2003-08-07,0.1685726254874943,-3.477768889309818,4.3079202661322435,0.1685726254874943,0.1685726254874943,0.19270443661724274,0.19270443661724274,0.19270443661724274,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581619637,0.0018649627581619637,0.0018649627581619637,0.09536875976862666,0.09536875976862666,0.09536875976862666,0.0,0.0,0.0,0.36127706210473703
2003-08-08,0.16864156161794416,-3.79246296497361,4.260569994348718,0.16864156161794416,0.16864156161794416,0.18405984471507256,0.18405984471507256,0.18405984471507256,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.003062227547239244,-0.003062227547239244,-0.003062227547239244,0.09165135817185768,0.09165135817185768,0.09165135817185768,0.0,0.0,0.0,0.3527014063330167
2003-08-11,0.1688483700092937,-3.8188970383836254,4.31536522565013,0.1688483700092937,0.1688483700092937,0.21084913731946803,0.21084913731946803,0.21084913731946803,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.016778483208120597,0.016778483208120597,0.016778483208120597,0.09859994002089333,0.09859994002089333,0.09859994002089333,0.0,0.0,0.0,0.37969750732876173
2003-08-12,0.16891730613974357,-3.4712937166854463,4.246566618251828,0.16891730613974357,0.16891730613974357,0.20467343822247877,0.20467343822247877,0.20467343822247877,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0021317490438630474,0.0021317490438630474,0.0021317490438630474,0.10707097508816164,0.10707097508816164,0.10707097508816164,0.0,0.0,0.0,0.37359074436222234
2003-08-13,0.16898624227019343,-3.6667931770823174,4.318654969592489,0.16898624227019343,0.16898624227019343,0.22008501120201127,0.22008501120201127,0.22008501120201127,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724857181,0.006154743724857181,0.006154743724857181,0.11845955338669995,0.11845955338669995,0.11845955338669995,0.0,0.0,0.0,0.3890712534722047
2003-08-14,0.16905517840064327,-3.4660557584429044,4.5184665567148,0.16905517840064327,0.16905517840064327,0.22987608789329134,0.22987608789329134,0.22987608789329134,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.001864962758172985,0.001864962758172985,0.001864962758172985,0.13254041104466424,0.13254041104466424,0.13254041104466424,0.0,0.0,0.0,0.3989312662939346
2003-08-15,0.1691241145310931,-3.4989993337178706,4.704738039794131,0.1691241145310931,0.1691241145310931,0.24141691862013975,0.24141691862013975,0.24141691862013975,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.0030622275472604633,-0.0030622275472604633,-0.0030622275472604633,0.1490084320769461,0.1490084320769461,0.1490084320769461,0.0,0.0,0.0,0.41054103315123286
2003-08-18,0.16933092292244264,-3.6371752540412996,4.47605067795628,0.16933092292244264,0.16933092292244264,0.32090704380572804,0.32090704380572804,0.32090704380572804,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.016778483208128695,0.016778483208128695,0.016778483208128695,0.20865784650714525,0.20865784650714525,0.20865784650714525,0.0,0.0,0.0,0.49023796672817066
2003-08-19,0.16939985905289248,-3.7233572440007356,4.450333878637911,0.16939985905289248,0.16939985905289248,0.3279313868016056,0.3279313868016056,0.3279313868016056,0.09547071409045407,0.09547071409045407,0.09547071409045407,0.0021317490438927046,0.0021317490438927046,0.0021317490438927046,0.2303289236672588,0.2303289236672588,0.2303289236672588,0.0,0.0,0.0,0.49733124585449806
2003-08-20,0.16946879518334235,-3.717478030944528,4.415544426771562,0.16946879518334235,0.16946879518334235,0.3536157571560494,0.3536157571560494,0.3536157571560494,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0061547437248493575,0.0061547437248493575,0.0061547437248493575,0.2519902993407459,0.2519902993407459,0.2519902993407459,0.0,0.0,0.0,0.5230845523393918
2003-08-21,0.16953773131379218,-3.5134614543589695,4.586540331199661,0.16953773131379218,0.16953773131379218,0.37041060430279094,0.37041060430279094,0.37041060430279094,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581840058,0.0018649627581840058,0.0018649627581840058,0.27307492745415285,0.27307492745415285,0.27307492745415285,0.0,0.0,0.0,0.5399483356165831
2003-08-22,0.16960666744424205,-3.407396479411695,5.043646752196488,0.16960666744424205,0.16960666744424205,0.3854281664287108,0.3854281664287108,0.3854281664287108,0.09547071409045411,0.09547071409045411,0.09547071409045411,-0.003062227547205848,-0.003062227547205848,-0.003062227547205848,0.29301967988546246,0.29301967988546246,0.29301967988546246,0.0,0.0,0.0,0.5550348338729528
2003-08-25,0.16981347583559162,-3.348469419019794,4.360212808870478,0.16981347583559162,0.16981347583559162,0.45299576858023194,0.45299576858023194,0.45299576858023194,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.016778483208136793,0.016778483208136793,0.016778483208136793,0.340746571281641,0.340746571281641,0.340746571281641,0.0,0.0,0.0,0.6228092444158235
2003-08-26,0.16988241196604145,-3.2555317971722086,4.828109746571901,0.16988241196604145,0.16988241196604145,0.44868220071435183,0.44868220071435183,0.44868220071435183,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.002131749043888808,0.002131749043888808,0.002131749043888808,0.35107973758000893,0.35107973758000893,0.35107973758000893,0.0,0.0,0.0,0.6185646126803933
2003-08-27,0.16995134809649132,-3.4877565214529644,4.492705021698927,0.16995134809649132,0.16995134809649132,0.459630521706356,0.459630521706356,0.459630521706356,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.006154743724875023,0.006154743724875023,0.006154743724875023,0.3580050638910269,0.3580050638910269,0.3580050638910269,0.0,0.0,0.0,0.6295818698028472
2003-08-28,0.17002028422694115,-3.238355581733805,4.550860927105689,0.17002028422694115,0.17002028422694115,0.45859710069818843,0.45859710069818843,0.45859710069818843,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.0018649627581483925,0.0018649627581483925,0.0018649627581483925,0.36126142384958587,0.36126142384958587,0.36126142384958587,0.0,0.0,0.0,0.6286173849251295
2003-08-29,0.17008922035739096,-3.640281688172187,4.625886125549192,0.17008922035739096,0.17008922035739096,0.45308033726723446,0.45308033726723446,0.45308033726723446,0.0954707140904541,0.0954707140904541,0.0954707140904541,-0.003062227547227068,-0.003062227547227068,-0.003062227547227068,0.3606718507240074,0.3606718507240074,0.3606718507240074,0.0,0.0,0.0,0.6231695576246254
2003-09-02,0.1704467459084856,-3.3970755959394228,4.728549094075927,0.1704467459084856,0.1704467459084856,0.4170438298094945,0.4170438298094945,0.4170438298094945,0.0954707140904541,0.0954707140904541,0.0954707140904541,0.002131749043890403,0.002131749043890403,0.002131749043890403,0.31944136667515,0.31944136667515,0.31944136667515,0.0,0.0,0.0,0.5874905757179801
